"ID","elevation","species","plant.number","ao.index","ao.index.trans"
1,"2300","Senecio p",1,0,0
2,"2300","Senecio p",1,0.0895522388059702,9
3,"2300","Senecio p",10,1.68421052631579,168
4,"2300","Senecio p",11,0.176470588235294,18
5,"2300","Senecio p",12,3,300
6,"2300","Senecio p",13,0.194444444444444,19
7,"2300","Senecio p",15,0.0754716981132075,8
8,"2300","Senecio p",16,0.137931034482759,14
9,"2300","Senecio p",17,0.032258064516129,3
10,"2300","Senecio p",2,0.0357142857142857,4
11,"2300","Senecio p",2,0.0714285714285714,7
12,"2300","Senecio p",4,0.0625,6
13,"2300","Senecio p",4,0.0625,6
14,"2300","Senecio p",50,0.253012048192771,25
15,"2300","Senecio p",6,0,0
16,"2300","Senecio p",6,0,0
17,"2300","Senecio p",7,0.0506024096385542,5
18,"2300","Senecio p",8,0.607228915662651,61
19,"2300","Senecio p",9,0,0
20,"2300","Senecio p",9,0.32,32
1,"2800","Senecio p",1,0,0
2,"2800","Senecio p",1,0.136363636363636,14
3,"2800","Senecio p",10,0,0
4,"2800","Senecio p",11,0.103448275862069,10
5,"2800","Senecio p",12,0,0
6,"2800","Senecio p",13,0.0606060606060606,6
7,"2800","Senecio p",15,0.09375,9
8,"2800","Senecio p",16,0.434782608695652,43
9,"2800","Senecio p",17,0,0
10,"2800","Senecio p",21,0.276315789473684,28
11,"2800","Senecio p",23,0.214285714285714,21
12,"2800","Senecio p",24,0.25,25
13,"2800","Senecio p",28,0,0
14,"2800","Senecio p",29,0.911764705882353,91
15,"2800","Senecio p",29,0.970588235294118,97
16,"2800","Senecio p",3,0,0
17,"2800","Senecio p",3,0.197368421052632,20
18,"2800","Senecio p",30,0,0
19,"2800","Senecio p",30,0.118421052631579,12
20,"2800","Senecio p",32,0,0
21,"2800","Senecio p",4,0,0
22,"2800","Senecio p",6,0,0
23,"2800","Senecio p",65,0.236842105263158,24
24,"2800","Senecio p",7,0.434210526315789,43
25,"2800","Senecio p",8,0.0333333333333333,3
1,"3500","Senecio p",12,0.178343949044586,18
2,"3500","Senecio p",13,0,0
3,"3500","Senecio p",15,0.75796178343949,76
4,"3500","Senecio p",2,0,0
5,"3500","Senecio p",20,0.0445859872611465,4
6,"3500","Senecio p",21,0,0
7,"3500","Senecio p",4,0,0
8,"3500","Senecio p",5,0,0
1,"4000","Senecio p",10,0,0
2,"4000","Senecio p",16,0,0
3,"4000","Senecio p",16,0,0
4,"4000","Senecio p",17,0,0
5,"4000","Senecio p",17,0,0
6,"4000","Senecio p",18,0,0
7,"4000","Senecio p",19,0.382608695652174,38
8,"4000","Senecio p",21,0,0
9,"4000","Senecio p",23,0.266666666666667,27
10,"4000","Senecio p",24,0,0
11,"4000","Senecio p",25,0,0
12,"4000","Senecio p",26,2,200
13,"4000","Senecio p",27,0,0
14,"4000","Senecio p",27,0,0
15,"4000","Senecio p",28,0,0
16,"4000","Senecio p",29,0,0
17,"4000","Senecio p",3,0,0
18,"4000","Senecio p",30,0,0
19,"4000","Senecio p",31,0,0
20,"4000","Senecio p",32,0,0
21,"4000","Senecio p",34,0,0
22,"4000","Senecio p",36,0,0
23,"4000","Senecio p",38,0,0
24,"4000","Senecio p",39,0,0
25,"4000","Senecio p",4,0.191304347826087,19
26,"4000","Senecio p",40,0,0
27,"4000","Senecio p",41,0,0
28,"4000","Senecio p",5,0,0
29,"4000","Senecio p",6,0.191304347826087,19
30,"4000","Senecio p",6,0.382608695652174,38
31,"4000","Senecio p",7,3.63478260869565,363
32,"4000","Senecio p",8,0,0
1,"2800","Crepis h",1,0.985714285714286,99
2,"2800","Crepis h",1,1.01428571428571,101
3,"2800","Crepis h",1,1.17142857142857,117
4,"2800","Crepis h",2,0,0
5,"2800","Crepis h",3,1.28457446808511,128
6,"2800","Crepis h",4,0.971014492753623,97
7,"2800","Crepis h",8,0,0
1,"3500","Crepis h",1,1.32034632034632,132
2,"3500","Crepis h",3,1.08163265306122,108
3,"3500","Crepis h",5,0.800865800865801,80
4,"3500","Crepis h",52,1.38528138528139,139
1,"4000","Crepis h",2,0,0
2,"4000","Crepis h",2,0.277777777777778,28
3,"4000","Crepis h",23,0.472222222222222,47
4,"4000","Crepis h",25,1.25,125
5,"4000","Crepis h",26,0.734888653234358,73
6,"4000","Crepis h",27,0.459459459459459,46
7,"4000","Crepis h",29,1.34146341463415,134
8,"4000","Crepis h",30,1.24708377518558,125
9,"4000","Crepis h",32,1.46153846153846,146
10,"4000","Crepis h",32,1.69230769230769,169
11,"4000","Crepis h",33,0.8,80
12,"4000","Crepis h",34,0.91304347826087,91
13,"4000","Crepis h",37,0.757158006362672,76
14,"4000","Crepis h",38,1.11346765641569,111
15,"4000","Crepis h",39,1.15800636267232,116
16,"4000","Crepis h",40,0.979851537645811,98
17,"4000","Crepis h",5,0.917647058823529,92
18,"4000","Crepis h",7,1.21052631578947,121
19,"4000","Crepis h",8,0.133616118769883,13
1,"2300","Clematis s",1,0,0
2,"2300","Clematis s",1,0.176470588235294,18
3,"2300","Clematis s",1,0.529411764705882,53
4,"2300","Clematis s",11,0,0
5,"2300","Clematis s",11,0.1875,19
6,"2300","Clematis s",12,0,0
7,"2300","Clematis s",12,0.818181818181818,82
8,"2300","Clematis s",13,0.222222222222222,22
9,"2300","Clematis s",2,0,0
10,"2300","Clematis s",2,0,0
11,"2300","Clematis s",2,0.4,40
12,"2300","Clematis s",3,0.0533333333333333,5
13,"2300","Clematis s",3,0.16,16
14,"2300","Clematis s",4,0.25,25
15,"2300","Clematis s",4,0.625,62
16,"2300","Clematis s",6,0,0
17,"2300","Clematis s",6,0.153846153846154,15
18,"2300","Clematis s",7,0,0
19,"2300","Clematis s",7,1.39285714285714,139
20,"2300","Clematis s",8,0.142857142857143,14
21,"2300","Clematis s",8,0.285714285714286,29
22,"2300","Clematis s",8,0.357142857142857,36
23,"2300","Clematis s",9,0.363636363636364,36
24,"2300","Clematis s",9,0.818181818181818,82
1,"2800","Clematis s",1,0,0
2,"2800","Clematis s",1,0.461538461538462,46
3,"2800","Clematis s",10,0,0
4,"2800","Clematis s",10,0.391304347826087,39
5,"2800","Clematis s",11,0.195652173913043,20
6,"2800","Clematis s",11,0.260869565217391,26
7,"2800","Clematis s",11,0.391304347826087,39
8,"2800","Clematis s",12,0.352941176470588,35
9,"2800","Clematis s",13,0.647058823529412,65
10,"2800","Clematis s",3,0,0
11,"2800","Clematis s",3,0,0
12,"2800","Clematis s",3,1.32352941176471,132
13,"2800","Clematis s",5,0.107142857142857,11
14,"2800","Clematis s",5,0.428571428571429,43
15,"2800","Clematis s",6,0.0434782608695652,4
16,"2800","Clematis s",6,0.0434782608695652,4
17,"2800","Clematis s",6,0.391304347826087,39
18,"2800","Clematis s",7,0.65,65
19,"2800","Clematis s",8,0.419558359621451,42
20,"2800","Clematis s",9,0.25,25
1,"2300","Hypericum r",10,0.0736663844199831,7
2,"2300","Hypericum r",10,0.121930567315834,12
3,"2300","Hypericum r",10,0.147332768839966,15
4,"2300","Hypericum r",11,0.547619047619048,55
5,"2300","Hypericum r",11,0.678571428571429,68
6,"2300","Hypericum r",12,0.404571428571429,40
7,"2300","Hypericum r",12,0.685714285714286,69
8,"2300","Hypericum r",12,0.997714285714286,100
9,"2300","Hypericum r",13,1.55,155
10,"2300","Hypericum r",13,4.175,418
11,"2300","Hypericum r",14,0.222222222222222,22
12,"2300","Hypericum r",14,0.403703703703704,40
13,"2300","Hypericum r",15,0.684014869888476,68
14,"2300","Hypericum r",15,1.0631970260223,106
15,"2300","Hypericum r",2,0.144144144144144,14
16,"2300","Hypericum r",3,0.0846153846153846,8
17,"2300","Hypericum r",3,0.317948717948718,32
18,"2300","Hypericum r",3,0.323076923076923,32
19,"2300","Hypericum r",3,0.766666666666667,77
20,"2300","Hypericum r",3,0.782051282051282,78
21,"2300","Hypericum r",3,0.812820512820513,81
22,"2300","Hypericum r",3,0.82051282051282,82
23,"2300","Hypericum r",5,0.285049833887043,29
24,"2300","Hypericum r",6,0.300207039337474,30
25,"2300","Hypericum r",6,0.403726708074534,40
26,"2300","Hypericum r",6,0.554865424430642,55
27,"2300","Hypericum r",7,0.62218045112782,62
28,"2300","Hypericum r",8,0.110625909752547,11
29,"2300","Hypericum r",8,0.139737991266376,14
30,"2300","Hypericum r",9,0.528925619834711,53
1,"2800","Hypericum r",1,0.603844889911272,60
2,"2800","Hypericum r",2,0.5,50
3,"2800","Hypericum r",2,1.264,126
4,"2800","Hypericum r",4,0.405727923627685,41
5,"2800","Hypericum r",5,0.910891089108911,91
6,"2800","Hypericum r",7,0.362236628849271,36
7,"2800","Hypericum r",7,0.573743922204214,57
8,"2800","Hypericum r",8,0.47131969514641,47
9,"2800","Hypericum r",8,0.601684717208183,60
10,"2800","Hypericum r",8,0.617729643000401,62
11,"2800","Hypericum r",8,0.695948656237465,70
1,"2800","Senecio b",1,0.25,25
2,"2800","Senecio b",10,0,0
3,"2800","Senecio b",10,0.0357142857142857,4
4,"2800","Senecio b",14,0,0
5,"2800","Senecio b",14,0,0
6,"2800","Senecio b",15,0,0
7,"2800","Senecio b",16,0,0
8,"2800","Senecio b",17,0.138888888888889,14
9,"2800","Senecio b",22,0,0
10,"2800","Senecio b",28,0.208333333333333,21
11,"2800","Senecio b",37,0,0
12,"2800","Senecio b",39,0,0
13,"2800","Senecio b",41,0.138888888888889,14
14,"2800","Senecio b",42,0,0
15,"2800","Senecio b",5,0.714285714285714,71
16,"2800","Senecio b",7,0.625,62
17,"2800","Senecio b",9,0,0
1,"3500","Senecio b",1,0,0
2,"3500","Senecio b",18,0,0
3,"3500","Senecio b",20,0,0
4,"3500","Senecio b",23,0,0
5,"3500","Senecio b",8,0.235294117647059,24
